Topic,Subcategory,Date,Inquiries
Dining,Street Food,9/1/2024,3399
Dining,Street Food,10/1/2024,6953
Dining,Street Food,11/1/2024,3078
Dining,Street Food,12/1/2024,3623
Dining,Street Food,13/1/2024,7189
Dining,Street Food,14/1/2024,2407
Dining,Street Food,15/1/2024,8950
Dining,Street Food,16/1/2024,4535
Dining,Street Food,17/1/2024,6988
Dining,Street Food,18/1/2024,2398
Dining,Street Food,19/1/2024,9338
Dining,Street Food,20/1/2024,4155
Dining,Street Food,21/1/2024,2213
Dining,Street Food,22/1/2024,5370
Dining,Street Food,23/1/2024,6819
Dining,Street Food,24/1/2024,5120
Dining,Street Food,25/1/2024,2554
Dining,Street Food,26/1/2024,9103
Dining,Street Food,27/1/2024,96
Dining,Street Food,28/1/2024,10644
Dining,Street Food,29/1/2024,6851
Dining,Street Food,30/1/2024,9043
Dining,Street Food,31/1/2024,1830
Dining,Street Food,1/2/2024,8382
Dining,Street Food,2/2/2024,5290
Dining,Street Food,3/2/2024,7511
Dining,Street Food,4/2/2024,9876
Dining,Street Food,5/2/2024,9727
Dining,Street Food,6/2/2024,5011
Dining,Street Food,7/2/2024,1102
Dining,Street Food,8/2/2024,2756
Dining,Street Food,9/2/2024,1820
Dining,Street Food,10/2/2024,8670
Dining,Street Food,11/2/2024,1123
Dining,Street Food,12/2/2024,5870
Dining,Street Food,13/2/2024,409
Dining,Street Food,14/2/2024,4335
Dining,Street Food,15/2/2024,7645
Dining,Street Food,16/2/2024,4202
Dining,Street Food,17/2/2024,5223
Dining,Street Food,18/2/2024,13261
Dining,Street Food,19/2/2024,6385
Dining,Street Food,20/2/2024,3988
Dining,Street Food,21/2/2024,1245
Dining,Street Food,22/2/2024,5636
Dining,Street Food,23/2/2024,9615
Dining,Street Food,24/2/2024,2319
Dining,Street Food,25/2/2024,9376
Dining,Street Food,26/2/2024,7179
Dining,Street Food,27/2/2024,7460
Dining,Street Food,28/2/2024,853
Dining,Street Food,29/2/2024,1738
Dining,Street Food,1/3/2024,353
Dining,Street Food,2/3/2024,10977
Dining,Street Food,3/3/2024,9300
Dining,Street Food,4/3/2024,6040
Dining,Street Food,5/3/2024,9080
Dining,Street Food,6/3/2024,8449
Dining,Street Food,7/3/2024,7850
Dining,Street Food,8/3/2024,5769
Dining,Street Food,9/3/2024,1801
Dining,Street Food,10/3/2024,6872
Dining,Street Food,11/3/2024,2851
Dining,Street Food,12/3/2024,9847
Dining,Street Food,13/3/2024,4353
Dining,Street Food,14/3/2024,8715
Dining,Street Food,15/3/2024,4136
Dining,Street Food,16/3/2024,4809
Dining,Street Food,17/3/2024,2978
Dining,Street Food,18/3/2024,6263
Dining,Street Food,19/3/2024,158
Dining,Street Food,20/3/2024,6888
Dining,Street Food,21/3/2024,4241
Dining,Street Food,22/3/2024,6041
Dining,Street Food,23/3/2024,6542
Dining,Street Food,24/3/2024,5425
Dining,Street Food,25/3/2024,3483
Dining,Street Food,26/3/2024,2326
Dining,Street Food,27/3/2024,8882
Dining,Street Food,28/3/2024,558
Dining,Street Food,29/3/2024,8906
Dining,Street Food,30/3/2024,6641
Dining,Street Food,1/1/2024,424
Dining,Street Food,2/1/2024,3580
Dining,Street Food,3/1/2024,2074
Dining,Street Food,4/1/2024,4312
Dining,Street Food,5/1/2024,3918
Dining,Street Food,6/1/2024,160
Dining,Street Food,7/1/2024,5909
Dining,Street Food,8/1/2024,8799
Dining,Street Food,9/1/2024,6135
Dining,Street Food,10/1/2024,8724
Dining,Street Food,11/1/2024,5751
Dining,Street Food,12/1/2024,7302
Dining,Street Food,13/1/2024,4499
Dining,Street Food,14/1/2024,394
Dining,Street Food,15/1/2024,2273
Dining,Street Food,16/1/2024,4728
Dining,Street Food,17/1/2024,2498
Dining,Street Food,18/1/2024,985
Dining,Street Food,19/1/2024,4480
Dining,Street Food,20/1/2024,10742
Dining,Street Food,21/1/2024,3053
Dining,Street Food,22/1/2024,1068
Dining,Street Food,23/1/2024,6377
Dining,Street Food,24/1/2024,921
Dining,Street Food,25/1/2024,539
Dining,Street Food,26/1/2024,8801
Dining,Street Food,27/1/2024,3150
Dining,Street Food,28/1/2024,11902
Dining,Street Food,29/1/2024,5179
Dining,Street Food,30/1/2024,5951
Dining,Street Food,31/1/2024,969
Dining,Street Food,1/2/2024,7316
Dining,Street Food,2/2/2024,3195
Dining,Street Food,3/2/2024,7737
Dining,Street Food,4/2/2024,4956
Dining,Street Food,5/2/2024,4412
Dining,Street Food,6/2/2024,8712
Dining,Street Food,7/2/2024,1985
Dining,Street Food,8/2/2024,5726
Dining,Street Food,9/2/2024,9951
Dining,Street Food,10/2/2024,3025
Dining,Street Food,11/2/2024,7219
Dining,Street Food,12/2/2024,2787
Dining,Street Food,13/2/2024,1919
Dining,Street Food,14/2/2024,5660
Dining,Street Food,15/2/2024,1061
Dining,Street Food,16/2/2024,5934
Dining,Street Food,17/2/2024,145
Dining,Street Food,18/2/2024,7497
Dining,Street Food,19/2/2024,9397
Dining,Street Food,20/2/2024,2942
Dining,Street Food,21/2/2024,5790
Dining,Street Food,22/2/2024,7208
Dining,Street Food,23/2/2024,9989
Dining,Street Food,24/2/2024,1140
Dining,Street Food,25/2/2024,10061
Dining,Street Food,26/2/2024,1549
Dining,Street Food,27/2/2024,5627
Dining,Street Food,28/2/2024,5889
Dining,Street Food,29/2/2024,4382
Dining,Street Food,1/3/2024,2357
Dining,Street Food,2/3/2024,8043
Dining,Street Food,3/3/2024,12631
Dining,Street Food,4/3/2024,4615
Dining,Street Food,5/3/2024,49
Dining,Street Food,6/3/2024,6855
Dining,Street Food,7/3/2024,5771
Dining,Street Food,8/3/2024,5588
Dining,Street Food,9/3/2024,379
Dining,Street Food,10/3/2024,6660
Dining,Street Food,11/3/2024,9997
Dining,Street Food,12/3/2024,4789
Dining,Street Food,13/3/2024,1282
Dining,Street Food,14/3/2024,8162
Dining,Street Food,15/3/2024,5082
Dining,Street Food,16/3/2024,9909
Dining,Street Food,17/3/2024,7139
Dining,Street Food,18/3/2024,8214
Dining,Street Food,19/3/2024,2687
Dining,Street Food,20/3/2024,1164
Dining,Street Food,21/3/2024,2380
Dining,Street Food,22/3/2024,7053
Dining,Street Food,23/3/2024,10031
Dining,Street Food,24/3/2024,7991
Dining,Street Food,25/3/2024,5091
Dining,Street Food,26/3/2024,4594
Dining,Street Food,27/3/2024,9433
Dining,Street Food,28/3/2024,5763
Dining,Street Food,29/3/2024,5288
Dining,Street Food,30/3/2024,3556
Dining,Fine Dining,1/1/2024,9484
Dining,Fine Dining,2/1/2024,1183
Dining,Fine Dining,3/1/2024,2592
Dining,Fine Dining,4/1/2024,9565
Dining,Fine Dining,5/1/2024,4732
Dining,Fine Dining,6/1/2024,4364
Dining,Fine Dining,7/1/2024,7468
Dining,Fine Dining,8/1/2024,1235
Dining,Fine Dining,9/1/2024,647
Dining,Fine Dining,10/1/2024,3021
Dining,Fine Dining,11/1/2024,602
Dining,Fine Dining,12/1/2024,9669
Dining,Fine Dining,13/1/2024,7549
Dining,Fine Dining,14/1/2024,6093
Dining,Fine Dining,15/1/2024,4549
Dining,Fine Dining,16/1/2024,649
Dining,Fine Dining,17/1/2024,1373
Dining,Fine Dining,18/1/2024,6399
Dining,Fine Dining,19/1/2024,7973
Dining,Fine Dining,20/1/2024,6191
Dining,Fine Dining,21/1/2024,11985
Dining,Fine Dining,22/1/2024,781
Dining,Fine Dining,23/1/2024,4381
Dining,Fine Dining,24/1/2024,3427
Dining,Fine Dining,25/1/2024,115
Dining,Fine Dining,26/1/2024,448
Dining,Fine Dining,27/1/2024,5902
Dining,Fine Dining,28/1/2024,11133
Dining,Fine Dining,29/1/2024,4912
Dining,Fine Dining,30/1/2024,6500
Dining,Fine Dining,31/1/2024,7457
Dining,Fine Dining,1/2/2024,6154
Dining,Fine Dining,2/2/2024,3962
Dining,Fine Dining,3/2/2024,11258
Dining,Fine Dining,4/2/2024,11318
Dining,Fine Dining,5/2/2024,584
Dining,Fine Dining,6/2/2024,89
Dining,Fine Dining,7/2/2024,1805
Dining,Fine Dining,8/2/2024,5081
Dining,Fine Dining,9/2/2024,1915
Dining,Fine Dining,10/2/2024,6179
Dining,Fine Dining,11/2/2024,2841
Dining,Fine Dining,12/2/2024,7768
Dining,Fine Dining,13/2/2024,8893
Dining,Fine Dining,14/2/2024,191
Dining,Fine Dining,15/2/2024,9885
Dining,Fine Dining,16/2/2024,7361
Dining,Fine Dining,17/2/2024,1610
Dining,Fine Dining,18/2/2024,12050
Dining,Fine Dining,19/2/2024,1816
Dining,Fine Dining,20/2/2024,5773
Dining,Fine Dining,21/2/2024,7416
Dining,Fine Dining,22/2/2024,5987
Dining,Fine Dining,23/2/2024,3874
Dining,Fine Dining,24/2/2024,1575
Dining,Fine Dining,25/2/2024,5402
Dining,Fine Dining,26/2/2024,9823
Dining,Fine Dining,27/2/2024,8566
Dining,Fine Dining,28/2/2024,1421
Dining,Fine Dining,29/2/2024,2326
Dining,Fine Dining,1/3/2024,4777
Dining,Fine Dining,2/3/2024,4381
Dining,Fine Dining,3/3/2024,12363
Dining,Fine Dining,4/3/2024,5147
Dining,Fine Dining,5/3/2024,9588
Dining,Fine Dining,6/3/2024,5840
Dining,Fine Dining,7/3/2024,1014
Dining,Fine Dining,8/3/2024,847
Dining,Fine Dining,9/3/2024,12496
Dining,Fine Dining,10/3/2024,11276
Dining,Fine Dining,11/3/2024,4069
Dining,Fine Dining,12/3/2024,5447
Dining,Fine Dining,13/3/2024,7251
Dining,Fine Dining,14/3/2024,5788
Dining,Fine Dining,15/3/2024,7016
Dining,Fine Dining,16/3/2024,6641
Dining,Fine Dining,17/3/2024,12364
Dining,Fine Dining,18/3/2024,666
Dining,Fine Dining,19/3/2024,2828
Dining,Fine Dining,20/3/2024,5097
Dining,Fine Dining,21/3/2024,4767
Dining,Fine Dining,22/3/2024,5414
Dining,Fine Dining,23/3/2024,1013
Dining,Fine Dining,24/3/2024,4603
Dining,Fine Dining,25/3/2024,9078
Dining,Fine Dining,26/3/2024,3286
Dining,Fine Dining,27/3/2024,9317
Dining,Fine Dining,28/3/2024,8327
Dining,Fine Dining,29/3/2024,9082
Dining,Fine Dining,30/3/2024,3755
Dining,Local Cuisine,1/1/2024,6690
Dining,Local Cuisine,2/1/2024,8375
Dining,Local Cuisine,3/1/2024,5506
Dining,Local Cuisine,4/1/2024,2215
Dining,Local Cuisine,5/1/2024,6567
Dining,Local Cuisine,6/1/2024,6786
Dining,Local Cuisine,7/1/2024,483
Dining,Local Cuisine,8/1/2024,8089
Dining,Local Cuisine,9/1/2024,1631
Dining,Local Cuisine,10/1/2024,8368
Dining,Local Cuisine,11/1/2024,9990
Dining,Local Cuisine,12/1/2024,6484
Dining,Local Cuisine,13/1/2024,770
Dining,Local Cuisine,14/1/2024,8146
Dining,Local Cuisine,15/1/2024,5843
Dining,Local Cuisine,16/1/2024,2804
Dining,Local Cuisine,17/1/2024,3713
Dining,Local Cuisine,18/1/2024,882
Dining,Local Cuisine,19/1/2024,2297
Dining,Local Cuisine,20/1/2024,1849
Dining,Local Cuisine,21/1/2024,5896
Dining,Local Cuisine,22/1/2024,3840
Dining,Local Cuisine,23/1/2024,7181
Dining,Local Cuisine,24/1/2024,6894
Dining,Local Cuisine,25/1/2024,2571
Dining,Local Cuisine,26/1/2024,8673
Dining,Local Cuisine,27/1/2024,6115
Dining,Local Cuisine,28/1/2024,11476
Dining,Local Cuisine,29/1/2024,6486
Dining,Local Cuisine,30/1/2024,6163
Dining,Local Cuisine,31/1/2024,1730
Dining,Local Cuisine,1/2/2024,2747
Dining,Local Cuisine,2/2/2024,1618
Dining,Local Cuisine,3/2/2024,10570
Dining,Local Cuisine,4/2/2024,7315
Dining,Local Cuisine,5/2/2024,2999
Dining,Local Cuisine,6/2/2024,8317
Dining,Local Cuisine,7/2/2024,1787
Dining,Local Cuisine,8/2/2024,1195
Dining,Local Cuisine,9/2/2024,3822
Dining,Local Cuisine,10/2/2024,7171
Dining,Local Cuisine,11/2/2024,3640
Dining,Local Cuisine,12/2/2024,3449
Dining,Local Cuisine,13/2/2024,1754
Dining,Local Cuisine,14/2/2024,5833
Dining,Local Cuisine,15/2/2024,1471
Dining,Local Cuisine,16/2/2024,5946
Dining,Local Cuisine,17/2/2024,5395
Dining,Local Cuisine,18/2/2024,6666
Dining,Local Cuisine,19/2/2024,873
Dining,Local Cuisine,20/2/2024,7893
Dining,Local Cuisine,21/2/2024,9805
Dining,Local Cuisine,22/2/2024,4416
Dining,Local Cuisine,23/2/2024,2289
Dining,Local Cuisine,24/2/2024,13664
Dining,Local Cuisine,25/2/2024,10102
Dining,Local Cuisine,26/2/2024,1010
Dining,Local Cuisine,27/2/2024,6062
Dining,Local Cuisine,28/2/2024,241
Dining,Local Cuisine,29/2/2024,5028
Dining,Local Cuisine,1/3/2024,9471
Dining,Local Cuisine,2/3/2024,11270
Dining,Local Cuisine,3/3/2024,14723
Dining,Local Cuisine,4/3/2024,535
Dining,Local Cuisine,5/3/2024,8040
Dining,Local Cuisine,6/3/2024,4555
Dining,Local Cuisine,7/3/2024,4075
Dining,Local Cuisine,8/3/2024,5555
Dining,Local Cuisine,9/3/2024,6750
Dining,Local Cuisine,10/3/2024,12824
Dining,Local Cuisine,11/3/2024,2106
Dining,Local Cuisine,12/3/2024,5867
Dining,Local Cuisine,13/3/2024,7561
Dining,Local Cuisine,14/3/2024,6233
Dining,Local Cuisine,15/3/2024,1144
Dining,Local Cuisine,16/3/2024,1353
Dining,Local Cuisine,17/3/2024,1651
Dining,Local Cuisine,18/3/2024,1937
Dining,Local Cuisine,19/3/2024,4144
Dining,Local Cuisine,20/3/2024,6868
Dining,Local Cuisine,21/3/2024,6173
Dining,Local Cuisine,22/3/2024,6775
Dining,Local Cuisine,23/3/2024,2652
Dining,Local Cuisine,24/3/2024,4799
Dining,Local Cuisine,25/3/2024,7807
Dining,Local Cuisine,26/3/2024,6636
Dining,Local Cuisine,27/3/2024,4909
Dining,Local Cuisine,28/3/2024,5417
Dining,Local Cuisine,29/3/2024,7067
Dining,Local Cuisine,30/3/2024,9373
Dining,International Cuisine,1/1/2024,9008
Dining,International Cuisine,2/1/2024,64
Dining,International Cuisine,3/1/2024,2412
Dining,International Cuisine,4/1/2024,32
Dining,International Cuisine,5/1/2024,3398
Dining,International Cuisine,6/1/2024,5831
Dining,International Cuisine,7/1/2024,9131
Dining,International Cuisine,8/1/2024,818
Dining,International Cuisine,9/1/2024,766
Dining,International Cuisine,10/1/2024,2101
Dining,International Cuisine,11/1/2024,5588
Dining,International Cuisine,12/1/2024,5935
Dining,International Cuisine,13/1/2024,11233
Dining,International Cuisine,14/1/2024,10500
Dining,International Cuisine,15/1/2024,3536
Dining,International Cuisine,16/1/2024,5524
Dining,International Cuisine,17/1/2024,7799
Dining,International Cuisine,18/1/2024,6042
Dining,International Cuisine,19/1/2024,8727
Dining,International Cuisine,20/1/2024,13258
Dining,International Cuisine,21/1/2024,13353
Dining,International Cuisine,22/1/2024,5228
Dining,International Cuisine,23/1/2024,9783
Dining,International Cuisine,24/1/2024,3984
Dining,International Cuisine,25/1/2024,1159
Dining,International Cuisine,26/1/2024,5301
Dining,International Cuisine,27/1/2024,287
Dining,International Cuisine,28/1/2024,4779
Dining,International Cuisine,29/1/2024,701
Dining,International Cuisine,30/1/2024,5152
Dining,International Cuisine,31/1/2024,9459
Dining,International Cuisine,1/2/2024,7867
Dining,International Cuisine,2/2/2024,575
Dining,International Cuisine,3/2/2024,4974
Dining,International Cuisine,4/2/2024,2351
Dining,International Cuisine,5/2/2024,7257
Dining,International Cuisine,6/2/2024,4768
Dining,International Cuisine,7/2/2024,9094
Dining,International Cuisine,8/2/2024,2362
Dining,International Cuisine,9/2/2024,6653
Dining,International Cuisine,10/2/2024,1080
Dining,International Cuisine,11/2/2024,28
Dining,International Cuisine,12/2/2024,9629
Dining,International Cuisine,13/2/2024,8239
Dining,International Cuisine,14/2/2024,6311
Dining,International Cuisine,15/2/2024,7048
Dining,International Cuisine,16/2/2024,4232
Dining,International Cuisine,17/2/2024,7262
Dining,International Cuisine,18/2/2024,1059
Dining,International Cuisine,19/2/2024,9254
Dining,International Cuisine,20/2/2024,1391
Dining,International Cuisine,21/2/2024,589
Dining,International Cuisine,22/2/2024,4988
Dining,International Cuisine,23/2/2024,100
Dining,International Cuisine,24/2/2024,3214
Dining,International Cuisine,25/2/2024,12057
Dining,International Cuisine,26/2/2024,533
Dining,International Cuisine,27/2/2024,294
Dining,International Cuisine,28/2/2024,7312
Dining,International Cuisine,29/2/2024,7060
Dining,International Cuisine,1/3/2024,9841
Dining,International Cuisine,2/3/2024,6016
Dining,International Cuisine,3/3/2024,1976
Dining,International Cuisine,4/3/2024,2211
Dining,International Cuisine,5/3/2024,4677
Dining,International Cuisine,6/3/2024,8105
Dining,International Cuisine,7/3/2024,9231
Dining,International Cuisine,8/3/2024,8146
Dining,International Cuisine,9/3/2024,11445
Dining,International Cuisine,10/3/2024,1738
Dining,International Cuisine,11/3/2024,986
Dining,International Cuisine,12/3/2024,1705
Dining,International Cuisine,13/3/2024,2041
Dining,International Cuisine,14/3/2024,1281
Dining,International Cuisine,15/3/2024,5274
Dining,International Cuisine,16/3/2024,2512
Dining,International Cuisine,17/3/2024,6009
Dining,International Cuisine,18/3/2024,6432
Dining,International Cuisine,19/3/2024,2835
Dining,International Cuisine,20/3/2024,350
Dining,International Cuisine,21/3/2024,339
Dining,International Cuisine,22/3/2024,3845
Dining,International Cuisine,23/3/2024,8375
Dining,International Cuisine,24/3/2024,8019
Dining,International Cuisine,25/3/2024,909
Dining,International Cuisine,26/3/2024,8808
Dining,International Cuisine,27/3/2024,8963
Dining,International Cuisine,28/3/2024,40
Dining,International Cuisine,29/3/2024,3405
Dining,International Cuisine,30/3/2024,9009
Dining,Street Food,1/1/2024,4391
Dining,Street Food,2/1/2024,8537
Dining,Street Food,3/1/2024,826
Dining,Street Food,4/1/2024,8520
Dining,Street Food,5/1/2024,4395
Dining,Street Food,6/1/2024,2177
Dining,Street Food,7/1/2024,6857
Dining,Street Food,8/1/2024,9839
Dining,Street Food,9/1/2024,2351
Dining,Street Food,10/1/2024,7301
Dining,Street Food,11/1/2024,4633
Dining,Street Food,12/1/2024,8953
Dining,Street Food,13/1/2024,13760
Dining,Street Food,14/1/2024,13189
Dining,Street Food,15/1/2024,8752
Dining,Street Food,16/1/2024,951
Dining,Street Food,17/1/2024,9696
Dining,Street Food,18/1/2024,7225
Dining,Street Food,19/1/2024,1460
Dining,Street Food,20/1/2024,5949
Dining,Street Food,21/1/2024,12749
Dining,Street Food,22/1/2024,7149
Dining,Street Food,23/1/2024,8433
Dining,Street Food,24/1/2024,271
Dining,Street Food,25/1/2024,5487
Dining,Street Food,26/1/2024,1611
Dining,Street Food,27/1/2024,7476
Dining,Street Food,28/1/2024,10508
Dining,Street Food,29/1/2024,2543
Dining,Street Food,30/1/2024,2043
Dining,Street Food,31/1/2024,5735
Dining,Street Food,1/2/2024,781
Dining,Street Food,2/2/2024,1969
Dining,Street Food,3/2/2024,4336
Dining,Street Food,4/2/2024,4148
Dining,Street Food,5/2/2024,4285
Dining,Street Food,6/2/2024,9735
Dining,Street Food,7/2/2024,1732
Dining,Street Food,8/2/2024,2038
Dining,Street Food,9/2/2024,2382
Dining,Street Food,10/2/2024,1168
Dining,Street Food,11/2/2024,3635
Dining,Street Food,12/2/2024,5551
Dining,Street Food,13/2/2024,3107
Dining,Street Food,14/2/2024,2559
Dining,Street Food,15/2/2024,3949
Dining,Street Food,16/2/2024,1386
Dining,Street Food,17/2/2024,9257
Dining,Street Food,18/2/2024,4321
Dining,Street Food,19/2/2024,9086
Dining,Street Food,20/2/2024,639
Dining,Street Food,21/2/2024,1788
Dining,Street Food,22/2/2024,8895
Dining,Street Food,23/2/2024,3800
Dining,Street Food,24/2/2024,323
Dining,Street Food,25/2/2024,2419
Dining,Street Food,26/2/2024,5029
Dining,Street Food,27/2/2024,348
Dining,Street Food,28/2/2024,1804
Dining,Street Food,29/2/2024,8594
Dining,Street Food,1/3/2024,5160
Dining,Street Food,2/3/2024,8380
Dining,Street Food,3/3/2024,5237
Dining,Street Food,4/3/2024,8605
Dining,Street Food,5/3/2024,193
Dining,Street Food,6/3/2024,7352
Dining,Street Food,7/3/2024,1227
Dining,Street Food,8/3/2024,9422
Dining,Street Food,9/3/2024,4989
Dining,Street Food,10/3/2024,5135
Dining,Street Food,11/3/2024,2533
Dining,Street Food,12/3/2024,6568
Dining,Street Food,13/3/2024,3952
Dining,Street Food,14/3/2024,7216
Dining,Street Food,15/3/2024,1657
Dining,Street Food,16/3/2024,4192
Dining,Street Food,17/3/2024,7095
Dining,Street Food,18/3/2024,497
Dining,Street Food,19/3/2024,3810
Dining,Street Food,20/3/2024,481
Dining,Street Food,21/3/2024,9086
Dining,Street Food,22/3/2024,8813
Dining,Street Food,23/3/2024,8426
Dining,Street Food,24/3/2024,7899
Dining,Street Food,25/3/2024,4629
Dining,Street Food,26/3/2024,3531
Dining,Street Food,27/3/2024,2638
Dining,Street Food,28/3/2024,6767
Dining,Street Food,29/3/2024,3208
Dining,Street Food,30/3/2024,3644
Dining,Local Cuisine,1/1/2024,1076
Dining,Local Cuisine,2/1/2024,1160
Dining,Local Cuisine,3/1/2024,4323
Dining,Local Cuisine,4/1/2024,4946
Dining,Local Cuisine,5/1/2024,1529
Dining,Local Cuisine,6/1/2024,331
Dining,Local Cuisine,7/1/2024,10465
Dining,Local Cuisine,8/1/2024,4049
Dining,Local Cuisine,9/1/2024,5292
Dining,Local Cuisine,10/1/2024,4009
Dining,Local Cuisine,11/1/2024,2163
Dining,Local Cuisine,12/1/2024,6285
Dining,Local Cuisine,13/1/2024,12960
Dining,Local Cuisine,14/1/2024,6524
Dining,Local Cuisine,15/1/2024,8076
Dining,Local Cuisine,16/1/2024,7967
Dining,Local Cuisine,17/1/2024,7845
Dining,Local Cuisine,18/1/2024,7292
Dining,Local Cuisine,19/1/2024,4090
Dining,Local Cuisine,20/1/2024,2275
Dining,Local Cuisine,21/1/2024,4491
Dining,Local Cuisine,22/1/2024,7292
Dining,Local Cuisine,23/1/2024,550
Dining,Local Cuisine,24/1/2024,2561
Dining,Local Cuisine,25/1/2024,8150
Dining,Local Cuisine,26/1/2024,191
Dining,Local Cuisine,27/1/2024,13656
Dining,Local Cuisine,28/1/2024,4611
Dining,Local Cuisine,29/1/2024,7195
Dining,Local Cuisine,30/1/2024,5070
Dining,Local Cuisine,31/1/2024,1395
Dining,Local Cuisine,1/2/2024,2423
Dining,Local Cuisine,2/2/2024,1236
Dining,Local Cuisine,3/2/2024,3635
Dining,Local Cuisine,4/2/2024,9448
Dining,Local Cuisine,5/2/2024,7565
Dining,Local Cuisine,6/2/2024,5862
Dining,Local Cuisine,7/2/2024,7752
Dining,Local Cuisine,8/2/2024,3287
Dining,Local Cuisine,9/2/2024,1148
Dining,Local Cuisine,10/2/2024,10457
Dining,Local Cuisine,11/2/2024,6830
Dining,Local Cuisine,12/2/2024,1667
Dining,Local Cuisine,13/2/2024,9816
Dining,Local Cuisine,14/2/2024,2474
Dining,Local Cuisine,15/2/2024,376
Dining,Local Cuisine,16/2/2024,8372
Dining,Local Cuisine,17/2/2024,2221
Dining,Local Cuisine,18/2/2024,7944
Dining,Local Cuisine,19/2/2024,5836
Dining,Local Cuisine,20/2/2024,735
Dining,Local Cuisine,21/2/2024,7166
Dining,Local Cuisine,22/2/2024,6045
Dining,Local Cuisine,23/2/2024,1084
Dining,Local Cuisine,24/2/2024,7116
Dining,Local Cuisine,25/2/2024,10389
Dining,Local Cuisine,26/2/2024,4144
Dining,Local Cuisine,27/2/2024,2254
Dining,Local Cuisine,28/2/2024,2478
Dining,Local Cuisine,29/2/2024,4999
Dining,Local Cuisine,1/3/2024,8718
Dining,Local Cuisine,2/3/2024,986
Dining,Local Cuisine,3/3/2024,10050
Dining,Local Cuisine,4/3/2024,2115
Dining,Local Cuisine,5/3/2024,1866
Dining,Local Cuisine,6/3/2024,3195
Dining,Local Cuisine,7/3/2024,3784
Dining,Local Cuisine,8/3/2024,5422
Dining,Local Cuisine,9/3/2024,10828
Dining,Local Cuisine,10/3/2024,5638
Dining,Local Cuisine,11/3/2024,5298
Dining,Local Cuisine,12/3/2024,5006
Dining,Local Cuisine,13/3/2024,3886
Dining,Local Cuisine,14/3/2024,7470
Dining,Local Cuisine,15/3/2024,7328
Dining,Local Cuisine,16/3/2024,13738
Dining,Local Cuisine,17/3/2024,4927
Dining,Local Cuisine,18/3/2024,570
Dining,Local Cuisine,19/3/2024,4194
Dining,Local Cuisine,20/3/2024,1521
Dining,Local Cuisine,21/3/2024,2957
Dining,Local Cuisine,22/3/2024,257
Dining,Local Cuisine,23/3/2024,13681
Dining,Local Cuisine,24/3/2024,6334
Dining,Local Cuisine,25/3/2024,8076
Dining,Local Cuisine,26/3/2024,1506
Dining,Local Cuisine,27/3/2024,632
Dining,Local Cuisine,28/3/2024,3486
Dining,Local Cuisine,29/3/2024,1810
Dining,Local Cuisine,30/3/2024,10863
Dining,Local Cuisine,1/1/2024,1158
Dining,Local Cuisine,2/1/2024,9022
Dining,Local Cuisine,3/1/2024,2357
Dining,Local Cuisine,4/1/2024,1580
Dining,Local Cuisine,5/1/2024,8961
Dining,Local Cuisine,6/1/2024,892
Dining,Local Cuisine,7/1/2024,2559
Dining,Local Cuisine,8/1/2024,1642
Dining,Local Cuisine,9/1/2024,2923
Dining,Local Cuisine,10/1/2024,4124
Dining,Local Cuisine,11/1/2024,8910
Dining,Local Cuisine,12/1/2024,8839
Dining,Local Cuisine,13/1/2024,5455
Dining,Local Cuisine,14/1/2024,4042
Dining,Local Cuisine,15/1/2024,2831
Dining,Local Cuisine,16/1/2024,8497
Dining,Local Cuisine,17/1/2024,9432
Dining,Local Cuisine,18/1/2024,514
Dining,Local Cuisine,19/1/2024,5778
Dining,Local Cuisine,20/1/2024,6537
Dining,Local Cuisine,21/1/2024,9684
Dining,Local Cuisine,22/1/2024,3598
Dining,Local Cuisine,23/1/2024,826
Dining,Local Cuisine,24/1/2024,5406
Dining,Local Cuisine,25/1/2024,4652
Dining,Local Cuisine,26/1/2024,5653
Dining,Local Cuisine,27/1/2024,8963
Dining,Local Cuisine,28/1/2024,2211
Dining,Local Cuisine,29/1/2024,829
Dining,Local Cuisine,30/1/2024,5527
Dining,Local Cuisine,31/1/2024,7641
Dining,Local Cuisine,1/2/2024,8827
Dining,Local Cuisine,2/2/2024,7665
Dining,Local Cuisine,3/2/2024,2867
Dining,Local Cuisine,4/2/2024,10842
Dining,Local Cuisine,5/2/2024,5334
Dining,Local Cuisine,6/2/2024,3485
Dining,Local Cuisine,7/2/2024,8745
Dining,Local Cuisine,8/2/2024,7166
Dining,Local Cuisine,9/2/2024,8742
Dining,Local Cuisine,10/2/2024,11517
Dining,Local Cuisine,11/2/2024,2631
Dining,Local Cuisine,12/2/2024,2836
Dining,Local Cuisine,13/2/2024,5224
Dining,Local Cuisine,14/2/2024,2954
Dining,Local Cuisine,15/2/2024,6223
Dining,Local Cuisine,16/2/2024,7123
Dining,Local Cuisine,17/2/2024,13658
Dining,Local Cuisine,18/2/2024,4056
Dining,Local Cuisine,19/2/2024,6271
Dining,Local Cuisine,20/2/2024,5397
Dining,Local Cuisine,21/2/2024,1851
Dining,Local Cuisine,22/2/2024,4039
Dining,Local Cuisine,23/2/2024,2679
Dining,Local Cuisine,24/2/2024,4164
Dining,Local Cuisine,25/2/2024,5286
Dining,Local Cuisine,26/2/2024,5238
Dining,Local Cuisine,27/2/2024,5778
Dining,Local Cuisine,28/2/2024,1037
Dining,Local Cuisine,29/2/2024,957
